,val_id,train_id,name,description,resnet_id,resnet_desc,resnet_class
469,470,n01692333,"Gila monster, Heloderma suspectum",large orange and black lizard of southwestern United States; not dangerous unless molested,n01692333,Gila_monster,46
470,471,n01693334,"green lizard, Lacerta viridis",a common Eurasian lizard about a foot long,n01693334,green_lizard,47
471,472,n01694178,"African chameleon, Chamaeleo chamaeleon",a chameleon found in Africa,n01694178,African_chameleon,48
472,473,n01695060,"Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis",the largest lizard in the world (10 feet); found on Indonesian islands,n01695060,Komodo_dragon,49
473,474,n01704323,triceratops,huge ceratopsian dinosaur having three horns and the neck heavily armored with a very solid frill,n01704323,triceratops,52
474,475,n01697457,"African crocodile, Nile crocodile, Crocodylus niloticus",a dangerous crocodile widely distributed in Africa,n01697457,African_crocodile,50
475,476,n01698640,"American alligator, Alligator mississipiensis",large alligator of the southeastern United States,n01698640,American_alligator,51
476,477,n01728572,"thunder snake, worm snake, Carphophis amoenus",small reddish wormlike snake of eastern United States,n01728572,thunder_snake,53
477,478,n01728920,"ringneck snake, ring-necked snake, ring snake",any of numerous small nonvenomous North American snakes with a yellow or orange ring around the neck,n01728920,ringneck_snake,54
478,479,n01729322,"hognose snake, puff adder, sand viper",harmless North American snake with upturned nose; may spread its head and neck or play dead when disturbed,n01729322,hognose_snake,55
479,480,n01729977,"green snake, grass snake",either of two North American chiefly insectivorous snakes that are green in color,n01729977,green_snake,56
480,481,n01734418,"king snake, kingsnake",any of numerous nonvenomous North American constrictors; feed on other snakes and small mammals,n01734418,king_snake,57
481,482,n01735189,"garter snake, grass snake",any of numerous nonvenomous longitudinally-striped viviparous North American and Central American snakes,n01735189,garter_snake,58
482,483,n01737021,water snake,any of various mostly harmless snakes that live in or near water,n01737021,water_snake,59
483,484,n01739381,vine snake,slender arboreal snake found from southern Arizona to Bolivia,n01739381,vine_snake,60
484,485,n01740131,"night snake, Hypsiglena torquata",nocturnal prowler of western United States and Mexico,n01740131,night_snake,61
485,486,n01742172,"boa constrictor, Constrictor constrictor",very large boa of tropical America and West Indies,n01742172,boa_constrictor,62
486,487,n01744401,"rock python, rock snake, Python sebae",very large python of tropical and southern Africa,n01744401,rock_python,63
487,488,n01748264,"Indian cobra, Naja naja",a cobra of tropical Africa and Asia,n01748264,Indian_cobra,64
488,489,n01749939,green mamba,green phase of the black mamba,n01749939,green_mamba,65
489,490,n01751748,sea snake,any of numerous venomous aquatic viviparous snakes having a fin-like tail; of warm littoral seas; feed on fish which they immobilize with quick-acting venom,n01751748,sea_snake,66
490,491,n01753488,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",highly venomous viper of northern Africa and southwestern Asia having a horny spine above each eye,n01753488,horned_viper,67
491,492,n01755581,"diamondback, diamondback rattlesnake, Crotalus adamanteus",large deadly rattlesnake with diamond-shaped markings,n01755581,diamondback,68
492,493,n01756291,"sidewinder, horned rattlesnake, Crotalus cerastes",small pale-colored desert rattlesnake of southwestern United States; body moves in an s-shaped curve,n01756291,sidewinder,69
493,494,n01629819,"European fire salamander, Salamandra salamandra",a kind of European salamander,n01629819,European_fire_salamander,26
494,495,n01630670,"common newt, Triturus vulgaris",small semiaquatic salamander,n01630670,common_newt,27
495,496,n01631663,eft,a newt in its terrestrial stage of development,n01631663,eft,28
496,497,n01632458,"spotted salamander, Ambystoma maculatum",glossy black North American salamander with yellow spots,n01632458,spotted_salamander,29
497,498,n01632777,"axolotl, mud puppy, Ambystoma mexicanum",larval salamander of mountain lakes of Mexico that usually lives without metamorphosing,n01632777,axolotl,30
498,499,n01641577,"bullfrog, Rana catesbeiana",largest North American frog; highly aquatic with a deep-pitched voice,n01641577,bullfrog,31
499,500,n01644373,"tree frog, tree-frog",any of various Old World arboreal frogs distinguished from true frogs by adhesive suckers on the toes,n01644373,tree_frog,32
500,501,n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",western North American frog with a taillike copulatory organ,n01644900,tailed_frog,33
501,502,n04579432,whistle,acoustic device that forces air or steam against an edge or into a cavity and so produces a loud shrill sound,n04579432,whistle,903
502,503,n04592741,wing,one of the horizontal airfoils on either side of the fuselage of an airplane,n04592741,wing,909
503,504,n03876231,paintbrush,a brush used as an applicator (to apply paint),n03876231,paintbrush,697
504,505,n03483316,"hand blower, blow dryer, blow drier, hair dryer, hair drier",a hand-held electric blower that can blow warm air onto the hair; used for styling hair,n03483316,hand_blower,590
505,506,n03868863,oxygen mask,a breathing device that is placed over the mouth and nose; supplies oxygen from an attached storage tank,n03868863,oxygen_mask,692
506,507,n04251144,snorkel,breathing device consisting of a bent tube fitting into a swimmer's mouth and extending above the surface; allows swimmer to breathe while face down in the water,n04251144,snorkel,802
507,508,n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance,n03691459,loudspeaker,633
508,509,n03759954,"microphone, mike",device for converting sound waves into electrical energy,n03759954,microphone,651
509,510,n04152593,"screen, CRT screen",the display that is electronically created on the surface of the large end of a cathode-ray tube,n04152593,screen,783
510,511,n03793489,"mouse, computer mouse","a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad; on the bottom of the device is a ball that rolls on the surface of the pad; ""a mouse takes much more room than a trackball""",n03793489,mouse,674
511,512,n03271574,"electric fan, blower",a fan run by an electric motor,n03271574,electric_fan,546
512,513,n03843555,oil filter,a filter that removes impurities from the oil used to lubricate an internal-combustion engine,n03843555,oil_filter,687
513,514,n04332243,strainer,a filter to retain larger pieces while smaller pieces and liquids pass through,n04332243,strainer,829
514,515,n04265275,space heater,heater consisting of a self-contained (usually portable) unit to warm a room,n04265275,space_heater,812
515,516,n04330267,stove,any heating apparatus,n04330267,stove,828
516,517,n03467068,guillotine,instrument of execution that consists of a weighted blade between two vertical poles; used for beheading people,n03467068,guillotine,584
517,518,n02794156,barometer,an instrument that measures atmospheric pressure,n02794156,barometer,427
518,519,n04118776,"rule, ruler",measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths,n04118776,rule,770
519,520,n03841143,"odometer, hodometer, mileometer, milometer",a meter that shows mileage traversed,n03841143,odometer,686
520,521,n04141975,"scale, weighing machine",a measuring instrument for weighing; shows amount of mass,n04141975,scale,779
521,522,n02708093,analog clock,a clock that displays the time of day by the position of hands on a dial,n02708093,analog_clock,410
522,523,n03196217,digital clock,a clock that displays the time of day digitally,n03196217,digital_clock,531
523,524,n04548280,wall clock,a clock mounted on a wall,n04548280,wall_clock,893
524,525,n03544143,hourglass,a sandglass that runs for sixty minutes,n03544143,hourglass,605
525,526,n04355338,sundial,timepiece that indicates the daylight hours by the shadow that the gnomon casts on a calibrated dial,n04355338,sundial,836
526,527,n03891332,parking meter,a coin-operated timer located next to a parking space; depositing money into it entitles you to park your car there for a specified length of time,n03891332,parking_meter,705
527,528,n04328186,"stopwatch, stop watch",a timepiece that can be started or stopped for exact timing (as of a race),n04328186,stopwatch,827
528,529,n03197337,digital watch,a watch with a digital display,n03197337,digital_watch,532
529,530,n04317175,stethoscope,a medical instrument for listening to the sounds generated inside the body,n04317175,stethoscope,824
530,531,n04376876,syringe,a medical instrument used to inject or withdraw fluids,n04376876,syringe,846
531,532,n03706229,magnetic compass,compass based on an indicator (as a magnetic needle) that points to the magnetic north,n03706229,magnetic_compass,636
532,533,n02841315,"binoculars, field glasses, opera glasses",an optical instrument designed for simultaneous use by both eyes,n02841315,binoculars,448
533,534,n04009552,projector,an optical instrument that projects an enlarged image onto a screen,n04009552,projector,746
534,535,n04356056,"sunglasses, dark glasses, shades","spectacles that are darkened or polarized to protect the eyes from the glare of the sun; ""he was wearing a pair of mirrored shades""",n04356056,sunglasses,838
535,536,n03692522,"loupe, jeweler's loupe",small magnifying glass (usually set in an eyepiece) used by jewelers and horologists,n03692522,loupe,634
536,537,n04044716,"radio telescope, radio reflector",astronomical telescope that picks up electromagnetic radiations in the radio-frequency range from extraterrestrial sources,n04044716,radio_telescope,756
537,538,n02879718,bow,"a weapon for shooting arrows, composed of a curved piece of resilient wood with a taut cord to propel the arrow",n02879718,bow,457
538,539,n02950826,cannon,heavy gun fired from a tank,n02950826,cannon,472
539,540,n02749479,"assault rifle, assault gun",any of the automatic rifles or semiautomatic rifles with large magazines designed for military use,n02749479,assault_rifle,414
540,541,n04090263,rifle,"a shoulder firearm with a long barrel and a rifled bore; ""he lifted the rifle to his shoulder and fired""",n04090263,rifle,765
541,542,n04008634,"projectile, missile",a weapon that is forcibly thrown or projected at a targets but is not self-propelled,n04008634,projectile,745
542,543,n03085013,"computer keyboard, keypad",a keyboard that is a data input device for computers; arrangement of keys is modelled after the typewriter keyboard,n03085013,computer_keyboard,509
543,544,n04505470,typewriter keyboard,a keyboard for manually entering characters to be printed,n04505470,typewriter_keyboard,879
544,545,n03126707,crane,lifts and moves heavy objects; lifting tackle is suspended from a pivoted boom that rotates around a vertical axis,n03126707,crane,518
545,546,n03666591,"lighter, light, igniter, ignitor","a device for lighting or igniting fuel or charges or fires; ""do you have a light?""",n03666591,lighter,627
546,547,n02666196,abacus,a calculator that performs arithmetic functions by manually sliding counters on rods or in grooves,n02666196,abacus,399
547,548,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",an unattended machine (outside some banks) that dispenses money when a personal coded card is used,n02977058,cash_machine,481
548,549,n04238763,"slide rule, slipstick",analog computer consisting of a handheld instrument used for rapid calculations; have been replaced by pocket calculators,n04238763,slide_rule,799
549,550,n03180011,desktop computer,a personal computer small enough to fit conveniently in an individual workspace,n03180011,desktop_computer,528
550,551,n03485407,"hand-held computer, hand-held microcomputer",a portable battery-powered computer small enough to be carried in your pocket,n03485407,hand-held_computer,591
551,552,n03832673,"notebook, notebook computer",a small compact portable computer,n03832673,notebook,682
552,553,n06359193,"web site, website, internet site, site","a computer connected to the internet that maintains a series of web pages on the World Wide Web; ""the Israeli web site was damaged by hostile hackers""",n06359193,web_site,917
553,554,n03496892,"harvester, reaper",farm machine that gathers a food crop from the fields,n03496892,harvester,596
554,555,n04428191,"thresher, thrasher, threshing machine",a farm machine for separating seeds or grain from the husks and straw,n04428191,thresher,857
555,556,n04004767,printer,(computer science) an output device that prints the results of data processing,n04004767,printer,743
556,557,n04243546,"slot, one-armed bandit","a slot machine that is used for gambling; ""they spend hours and hours just playing the slots""",n04243546,slot,801
557,558,n04525305,vending machine,a slot machine for selling goods,n04525305,vending_machine,887
558,559,n04179913,sewing machine,a textile machine used as a home appliance for sewing,n04179913,sewing_machine,787
559,560,n03602883,joystick,a manual control consisting of a vertical handle that can move freely in two directions; used as an input device to computers or to devices controlled by computers,n03602883,joystick,614
560,561,n04372370,"switch, electric switch, electrical switch",control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit,n04372370,switch,845
561,562,n03532672,"hook, claw",a mechanical device that is curved or bent to suspend or hold or pull something,n03532672,hook,601
562,563,n02974003,car wheel,a wheel that has a tire and rim and hubcap; used to propel the car,n02974003,car_wheel,480
563,564,n03874293,"paddlewheel, paddle wheel",a large wheel fitted with paddles and driven by an engine in order to propel a boat,n03874293,paddlewheel,695
564,565,n03944341,pinwheel,"a wheel that has numerous pins that are set at right angles to its rim; ""he spun the pinwheel and it stopped with the pointer on `Go'""",n03944341,pinwheel,724
565,566,n03992509,potter's wheel,"a horizontal rotating wheel holding the clay being shaped by a potter; ""the potter's wheel was invented in Asia Minor around 6500 BC""",n03992509,potter's_wheel,740
566,567,n03425413,"gas pump, gasoline pump, petrol pump, island dispenser",a pump in a service station that draws gasoline from underground storage tanks,n03425413,gas_pump,572
567,568,n02966193,"carousel, carrousel, merry-go-round, roundabout, whirligig","a large, rotating machine with seats for children to ride or amusement",n02966193,carousel,477
568,569,n04371774,swing,mechanical device used as a plaything to support someone swinging back and forth,n04371774,swing,844
569,570,n04067472,reel,winder consisting of a revolving spool with a handle; attached to a fishing rod,n04067472,reel,759
570,571,n04040759,radiator,a mechanism consisting of a metal honeycomb through which hot fluids circulate; heat is transferred from the fluid through the honeycomb to the airstream that is created either by the motion of the vehicle or by a fan,n04040759,radiator,754
571,572,n04019541,"puck, hockey puck",a vulcanized rubber disk 3 inches in diameter that is used instead of a ball in ice hockey,n04019541,puck,747
572,573,n03492542,"hard disc, hard disk, fixed disk",a rigid magnetic disk mounted permanently in a drive unit,n03492542,hard_disc,593
573,574,n04355933,sunglass,a convex lens that focuses the rays of the sun; used to start a fire,n04355933,sunglass,837
574,575,n03929660,"pick, plectrum, plectron",a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,n03929660,pick,715
575,576,n02965783,car mirror,a mirror that the driver of a car can use,n02965783,car_mirror,476
576,577,n04258138,"solar dish, solar collector, solar furnace",a concave mirror that concentrates the rays of the sun; can produce high temperatures,n04258138,solar_dish,808
577,578,n04074963,"remote control, remote","a device that can be used to control a machine or apparatus from a distance; ""he lost the remote for his TV""",n04074963,remote_control,762
578,579,n03208938,"disk brake, disc brake",hydraulic brake in which friction is applied to both sides of a spinning disk by the brake pads,n03208938,disk_brake,536
579,580,n02910353,buckle,fastener that fastens together two ends of a belt or strap; often has loose prong,n02910353,buckle,465
580,581,n03476684,hair slide,a decorative hinged clip that girls and women put in their hair to hold it in place,n03476684,hair_slide,585
581,582,n03627232,knot,any of various fastenings formed by looping and tying a rope (or cord) upon itself or to another rope or to another object,n03627232,knot,617
582,583,n03075370,combination lock,lock that can be opened only by turning dials in a special sequence,n03075370,combination_lock,508
583,584,n03874599,padlock,a detachable lock; has a hinged shackle that can be passed through the staple of a hasp or the links in a chain and then snapped shut,n03874599,padlock,696
584,585,n03804744,nail,a thin pointed piece of metal that is hammered into materials as a fastener,n03804744,nail,678
585,586,n04127249,safety pin,a pin in the form of a clasp; has a guard so the point of the pin will not stick the user,n04127249,safety_pin,773
586,587,n04153751,screw,a fastener with a tapered threaded shank and a slotted head,n04153751,screw,784
587,588,n03803284,muzzle,a leather or wire restraint that fits over an animal's snout (especially a dog's nose and jaws) and prevents it from eating or biting,n03803284,muzzle,677
588,589,n04162706,"seat belt, seatbelt",a safety belt used in a car or plane to hold you in your seat in case of an accident,n04162706,seat_belt,786
589,590,n04228054,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow,n04228054,ski,796
590,591,n02948072,"candle, taper, wax light",stick of wax with a wick in the middle,n02948072,candle,471
591,592,n03590841,jack-o'-lantern,lantern carved from a pumpkin,n03590841,jack-o'-lantern,608
592,593,n04286575,"spotlight, spot",a lamp that produces a strong beam of light to illuminate a restricted area; used to focus attention of a stage performer,n04286575,spotlight,819
593,594,n04456115,torch,a light usually carried in the hand; consists of some flammable substance,n04456115,torch,863
594,595,n03814639,neck brace,a brace worn to steady the neck,n03814639,neck_brace,679
595,596,n03933933,pier,a support for two adjacent bridge spans,n03933933,pier,719
596,597,n04485082,tripod,a three-legged rack used for support,n04485082,tripod,873
597,598,n03733131,maypole,a vertical pole or post decorated with streamers that can be held by dancers celebrating May Day,n03733131,maypole,646
598,599,n03794056,mousetrap,a trap for catching mice,n03794056,mousetrap,675
599,600,n04275548,"spider web, spider's web",a web resembling the webs spun by spiders,n04275548,spider_web,816
600,601,n01768244,trilobite,an extinct arthropod that was abundant in Paleozoic times; had an exoskeleton divided into three parts,n01768244,trilobite,70
601,602,n01770081,"harvestman, daddy longlegs, Phalangium opilio",spiderlike arachnid with a small rounded body and very long thin legs,n01770081,harvestman,71
602,603,n01770393,scorpion,arachnid of warm dry regions having a long segmented tail ending in a venomous stinger,n01770393,scorpion,72
603,604,n01773157,"black and gold garden spider, Argiope aurantia",a widely distributed North American garden spider,n01773157,black_and_gold_garden_spider,73
604,605,n01773549,"barn spider, Araneus cavaticus","an orange and tan spider with darkly banded legs that spins an orb web daily; ""the barn spider was made famous in E. B. White's book `Charlotte's Web'""",n01773549,barn_spider,74
605,606,n01773797,"garden spider, Aranea diademata",a spider common in European gardens,n01773797,garden_spider,75
606,607,n01774384,"black widow, Latrodectus mactans",venomous New World spider; the female is black with an hourglass-shaped red mark on the underside of the abdomen,n01774384,black_widow,76
607,608,n01774750,tarantula,large hairy tropical spider with fangs that can inflict painful but not highly venomous bites,n01774750,tarantula,77
608,609,n01775062,"wolf spider, hunting spider",ground spider that hunts its prey instead of using a web,n01775062,wolf_spider,78
609,610,n01776313,tick,any of two families of small parasitic arachnids with barbed proboscis; feed on blood of warm-blooded animals,n01776313,tick,79
610,611,n01784675,centipede,"chiefly nocturnal predacious arthropod having a flattened body of 15 to 173 segments each with a pair of legs, the foremost pair being modified as prehensors",n01784675,centipede,80
611,612,n01990800,isopod,any of various small terrestrial or aquatic crustaceans with seven pairs of legs adapted for crawling,n01990800,isopod,127
612,613,n01978287,"Dungeness crab, Cancer magister",small edible crab of Pacific coast of North America,n01978287,Dungeness_crab,119
613,614,n01978455,"rock crab, Cancer irroratus",crab of eastern coast of North America,n01978455,rock_crab,120
614,615,n01980166,fiddler crab,burrowing crab of American coastal regions having one claw much enlarged in the male,n01980166,fiddler_crab,121
615,616,n01981276,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",large edible crab of northern Pacific waters especially along the coasts of Alaska and Japan,n01981276,king_crab,122
616,617,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",lobster of Atlantic coast of America,n01983481,American_lobster,123
617,618,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",large edible marine crustacean having a spiny carapace but lacking the large pincers of true lobsters,n01984695,spiny_lobster,124
618,619,n01985128,"crayfish, crawfish, crawdad, crawdaddy",small freshwater decapod crustacean that resembles a lobster,n01985128,crayfish,125
619,620,n01986214,hermit crab,small soft-bodied marine crustaceans living in cast-off shells of gastropods,n01986214,hermit_crab,126
620,621,n02165105,tiger beetle,active usually bright-colored beetle that preys on other insects,n02165105,tiger_beetle,301
621,622,n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",small round bright-colored and spotted beetle that usually feeds on aphids and other insect pests,n02165456,ladybug,302
622,623,n02167151,"ground beetle, carabid beetle",predacious shining black or metallic terrestrial beetle that destroys many injurious insects,n02167151,ground_beetle,303
623,624,n02168699,"long-horned beetle, longicorn, longicorn beetle",long-bodied beetle having very long antennae,n02168699,long-horned_beetle,304
624,625,n02169497,"leaf beetle, chrysomelid",brightly colored beetle that feeds on plant leaves; larvae infest roots and stems,n02169497,leaf_beetle,305
625,626,n02172182,dung beetle,any of numerous beetles that roll balls of dung on which they feed and in which they lay eggs,n02172182,dung_beetle,306
626,627,n02174001,rhinoceros beetle,any of various large chiefly tropical beetles having horns on the head; pest on coconuts,n02174001,rhinoceros_beetle,307
627,628,n02177972,weevil,any of several families of mostly small beetles that feed on plants and plant products; especially snout beetles and seed beetles,n02177972,weevil,308
628,629,n02190166,fly,two-winged insects characterized by active flight,n02190166,fly,309
629,630,n02206856,bee,any of numerous hairy-bodied insects including social and solitary species,n02206856,bee,310
630,631,n02226429,"grasshopper, hopper",terrestrial plant-eating insect with hind legs adapted for leaping,n02226429,grasshopper,312
631,632,n02229544,cricket,leaping insect; male makes chirping noises by rubbing the forewings together,n02229544,cricket,313
632,633,n02231487,"walking stick, walkingstick, stick insect",any of various mostly tropical insects having long twiglike bodies,n02231487,walking_stick,314
633,634,n02233338,"cockroach, roach",any of numerous chiefly nocturnal insects; some are domestic pests,n02233338,cockroach,315
634,635,n02236044,"mantis, mantid",predacious long-bodied large-eyed insect of warm regions; rests with forelimbs raised as in prayer,n02236044,mantis,316
635,636,n02256656,"cicada, cicala",stout-bodied insect with large membranous wings; male has drum-like organs for producing a high-pitched drone,n02256656,cicada,317
636,637,n02259212,leafhopper,small leaping insect that sucks the juices of plants,n02259212,leafhopper,318
637,638,n02264363,"lacewing, lacewing fly",any of two families of insects with gauzy wings (Chrysopidae and Hemerobiidae); larvae feed on insect pests such as aphids,n02264363,lacewing,319
638,639,n02268443,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",slender-bodied non-stinging insect having iridescent wings that are outspread at rest; adults and nymphs feed on mosquitoes etc.,n02268443,dragonfly,320
639,640,n02268853,damselfly,slender non-stinging insect similar to but smaller than the dragonfly but having wings folded when at rest,n02268853,damselfly,321
640,641,n02276258,admiral,any of several brightly colored butterflies,n02276258,admiral,322
641,642,n02277742,"ringlet, ringlet butterfly",any of various butterflies belonging to the family Satyridae,n02277742,ringlet,323
642,643,n02279972,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",large migratory American butterfly having deep orange wings with black and white markings; the larvae feed on milkweed,n02279972,monarch,324
643,644,n02280649,cabbage butterfly,white butterfly whose larvae (cabbageworms) feed on cabbage,n02280649,cabbage_butterfly,325
644,645,n02281406,"sulphur butterfly, sulfur butterfly",any of numerous yellow or orange butterflies,n02281406,sulphur_butterfly,326
645,646,n02281787,"lycaenid, lycaenid butterfly",any of various butterflies of the family Lycaenidae,n02281787,lycaenid,327
646,647,n01910747,jellyfish,any of numerous usually marine and free-swimming coelenterates that constitute the sexually reproductive forms of hydrozoans and scyphozoans,n01910747,jellyfish,108
647,648,n01914609,"sea anemone, anemone",marine polyps that resemble flowers but have oral rings of tentacles; differ from corals in forming no hard skeleton,n01914609,sea_anemone,109
648,649,n01917289,brain coral,massive reef-building coral having a convoluted and furrowed surface,n01917289,brain_coral,110
649,650,n01924916,"flatworm, platyhelminth",parasitic or free-living worms having a flattened body,n01924916,flatworm,111
650,651,n01930112,"nematode, nematode worm, roundworm",unsegmented worms with elongated rounded body pointed at both ends; mostly free-living but some are parasitic,n01930112,nematode,112
651,652,n01943899,conch,any of various edible tropical marine gastropods of the genus Strombus having a brightly-colored spiral shell with large outer lip,n01943899,conch,113
652,653,n01944390,snail,freshwater or marine or terrestrial gastropod mollusk usually having an external enclosing spiral shell,n01944390,snail,114
653,654,n01945685,slug,any of various terrestrial gastropods having an elongated slimy body and no external shell,n01945685,slug,115
654,655,n01950731,"sea slug, nudibranch",any of various marine gastropods of the suborder Nudibranchia having a shell-less and often beautifully colored body,n01950731,sea_slug,116
655,656,n01955084,"chiton, coat-of-mail shell, sea cradle, polyplacophore",primitive elongated bilaterally symmetrical marine mollusk having a mantle covered with eight calcareous plates,n01955084,chiton,117
656,657,n02319095,sea urchin,shallow-water echinoderms having soft bodies enclosed in thin spiny globular shells,n02319095,sea_urchin,329
657,658,n02321529,"sea cucumber, holothurian","echinoderm having a flexible sausage-shaped body, tentacles surrounding the mouth and tube feet; free-living mud feeders",n02321529,sea_cucumber,330
658,659,n03584829,"iron, smoothing iron",home appliance consisting of a flat metal base that is heated and used to smooth cloth,n03584829,iron,607
659,660,n03297495,espresso maker,a coffee maker that forces live steam under pressure through dark roasted coffee grounds,n03297495,espresso_maker,551
660,661,n03761084,"microwave, microwave oven",kitchen appliance that cooks food by passing an electromagnetic wave through it; heat results from the absorption of energy by the water molecules in the food,n03761084,microwave,652
661,662,n03259280,Dutch oven,an oven consisting of a metal box for cooking in front of a fire,n03259280,Dutch_oven,545
662,663,n04111531,rotisserie,an oven or broiler equipped with a rotating spit on which meat cooks as it turns,n04111531,rotisserie,767
663,664,n04442312,toaster,a kitchen appliance (usually electric) for toasting bread,n04442312,toaster,860
664,665,n04542943,waffle iron,a kitchen appliance for baking waffles; the appliance usually consists of two indented metal pans hinged together so that they create a pattern on the waffle,n04542943,waffle_iron,892
665,666,n04517823,"vacuum, vacuum cleaner",an electrical home appliance that cleans by suction,n04517823,vacuum,883
666,667,n03207941,"dishwasher, dish washer, dishwashing machine",a machine for washing dishes,n03207941,dishwasher,535
667,668,n04070727,"refrigerator, icebox",white goods in which food can be stored at low temperatures,n04070727,refrigerator,761
668,669,n04554684,"washer, automatic washer, washing machine",a home appliance for washing clothes and linens automatically,n04554684,washer,898
669,670,n03133878,Crock Pot,an electric cooker that maintains a relatively low temperature,n03133878,Crock_Pot,522
670,671,n03400231,"frying pan, frypan, skillet",a pan used for frying foods,n03400231,frying_pan,568
671,672,n04596742,wok,pan with a convex bottom; used for frying in Chinese cooking,n04596742,wok,910
672,673,n02939185,"caldron, cauldron",a very large pot that is used for boiling,n02939185,caldron,470
673,674,n03063689,coffeepot,tall pot in which coffee is brewed,n03063689,coffeepot,506
674,675,n04398044,teapot,pot for brewing tea; usually has a spout and handle,n04398044,teapot,850
675,676,n04270147,spatula,a turner with a narrow flexible blade,n04270147,spatula,814
676,677,n02699494,altar,a raised structure on which gifts or sacrifices to a god are made,n02699494,altar,407
677,678,n04486054,triumphal arch,a monumental archway; usually they are built to commemorate some notable victory,n04486054,triumphal_arch,874
678,679,n03899768,"patio, terrace",usually paved outdoor area adjoining a residence,n03899768,patio,707
679,680,n04311004,steel arch bridge,a steel bridge constructed in the form of an arch,n04311004,steel_arch_bridge,822
680,681,n04366367,suspension bridge,a bridge that has a roadway supported by cables that are anchored at both ends,n04366367,suspension_bridge,840
681,682,n04532670,viaduct,bridge consisting of a series of arches supported by piers used to carry a road (or railroad) over a valley,n04532670,viaduct,889
682,683,n02793495,barn,an outlying farm building for storing grain or animal feed and housing farm animals,n02793495,barn,426
683,684,n03457902,"greenhouse, nursery, glasshouse",a building with glass walls and roof; for the cultivation and exhibition of plants under controlled conditions,n03457902,greenhouse,581
684,685,n03877845,palace,official residence of an exalted person (as a sovereign),n03877845,palace,699
685,686,n03781244,monastery,the residence of a religious community,n03781244,monastery,664
686,687,n03661043,library,a building that houses a collection of books and other materials,n03661043,library,625
687,688,n02727426,"apiary, bee house",a shed containing a number of beehives,n02727426,apiary,411
688,689,n02859443,boathouse,a shed at the edge of a river or lake; used to store boats,n02859443,boathouse,450
689,690,n03028079,"church, church building","a place for public (especially Christian) worship; ""the church was empty""",n03028079,church,498
690,691,n03788195,mosque,(Islam) a Muslim place of worship that usually has a minaret,n03788195,mosque,669
691,692,n04346328,"stupa, tope",a dome-shaped shrine erected by Buddhists,n04346328,stupa,833
692,693,n03956157,planetarium,a building housing an instrument for projecting the positions of the planets onto a domed ceiling,n03956157,planetarium,728
693,694,n04081281,"restaurant, eating house, eating place, eatery",a building where people go to eat,n04081281,restaurant,763
694,695,n03032252,"cinema, movie theater, movie theatre, movie house, picture palace",a theater where films are shown,n03032252,cinema,499
695,696,n03529860,"home theater, home theatre",television and video equipment designed to reproduce in the home the experience of being in a movie theater,n03529860,home_theater,599
696,697,n03697007,"lumbermill, sawmill",a mill for dressing logs and lumber,n03697007,lumbermill,635
697,698,n03065424,"coil, spiral, volute, whorl, helix","a structure consisting of something wound in a continuous series of loops; ""a coil of rope""",n03065424,coil,507
698,699,n03837869,obelisk,a stone pillar having a rectangular cross section tapering towards a pyramidal top,n03837869,obelisk,683
699,700,n04458633,totem pole,a tribal emblem consisting of a pillar carved and painted with totemic figures; erected by Indian tribes of the northwest Pacific coast,n04458633,totem_pole,864
700,701,n02980441,castle,a large building formerly occupied by a ruler and fortified against attack,n02980441,castle,484
701,702,n04005630,"prison, prison house",a correctional institution where persons are confined while on trial or for punishment,n04005630,prison,744
702,703,n03461385,"grocery store, grocery, food market, market","a marketplace where groceries are sold; ""the grocery store included a meat market""",n03461385,grocery_store,583
703,704,n02776631,"bakery, bakeshop, bakehouse",a workplace where baked goods (breads and cakes and pastries) are produced or sold,n02776631,bakery,416
704,705,n02791270,barbershop,a shop where men can get their hair cut,n02791270,barbershop,425
705,706,n02871525,"bookshop, bookstore, bookstall",a shop where books are sold,n02871525,bookshop,455
706,707,n02927161,"butcher shop, meat market",a shop in which meat and poultry (and sometimes fish) are sold,n02927161,butcher_shop,468
707,708,n03089624,"confectionery, confectionary, candy store",a confectioner's shop,n03089624,confectionery,510
